rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,shares_outstanding,beta,specialist_model_note,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return,ineligible_reasons,eligible
1,TTD,14.14,0.3285377599764615,0.3600012805312871,0.14533704612404114,0.4488114327192307,1.0,0.12,0.0,0.0,0.0,0.0,0.0,17.67653201508663,36.31462023632844,48.08073934298996,17.67653201508663,48.08073934298996,False,,1.5682192529228032,0.713,1.0,0.16034719329759478,0.9118,0.2400012805312871,0.713,valid,,,intrinsic_2x_price,,False,ok,False,,"The Trade Desk, Inc.",Technology,Software - Services,general_dcf,6647331871.0,0.9118,0.30957286882499707,0.48860470771143266,0.0956492426838044,0.21392362614119267,0.1711063344506371,0.19608325769579865,0.29379367691523206,-1.4744032829361797,0.20234486555512426,-0.020401036799382544,heavy_sbc,8.0,2025.0,ttm,2026-08-06,2026-08-14,True,,,,0.0,0.08017359664879739,0.0,0.0,0.1711209130188077,,True
2,UHS,170.02,0.2676187766628574,0.2856311805895531,0.11645875045214782,0.3827539950201754,0.75,0.12,0.0,0.0,0.0035412495478521766,0.0,0.0035412495478521766,182.29563494500297,337.4537622730294,477.2205532692349,182.29563494500297,477.2205532692349,False,,0.9847886264735288,0.76662,1.0,0.14014902228401377,0.7808,0.16563118058955312,0.76662,valid,,,share_change_floor_hit,,False,ok,False,,"Universal Health Services, Inc.",Healthcare,Medical - Care Facilities,general_dcf,10292390567.0,0.7808,0.12470256284496385,0.22875878037240152,0.08214240134174806,0.04256016150321579,0.10734202554714209,0.11363584295818038,0.0705902397892153,1.8978183169217218,0.006142007240454682,-0.06711856509068381,,8.0,2025.0,ttm,2026-08-07,2026-08-14,True,,,,0.0,0.07007451114200688,0.0,0.0035412495478521766,0.12343492611571102,,True
3,OMC,87.57,0.27129902309679893,0.27804710143245753,0.1843031187541783,0.34479877076810234,1.0,0.12,0.0,0.0,0.0,0.0,0.0,147.5006825058975,220.59753808341048,288.1083665159729,147.5006825058975,288.1083665159729,False,,1.5190994414001429,0.6778080000000001,1.0,0.08991358600696202,0.8327,0.15804710143245754,0.6778080000000001,valid,,,base_growth_cap_hit;reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,,Omnicom Group Inc.,Communication Services,Advertising Agencies,general_dcf,24024479220.0,0.8327,0.1273900676923603,0.02465586598481794,0.06870878847109518,0.05868127922126512,0.14642359336986555,0.13922749236745294,0.017562263432874925,2.238764590091214,0.005825700645671198,-0.0033931429086506704,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-29,2026-08-14,True,,,,0.0,0.04495679300348101,0.0,0.0,0.10712558972773119,,True
4,VICI,26.36,0.26832849441985673,0.31051820788710294,0.14175935401811812,0.31051820788710294,1.0,0.12,0.0,0.0,0.0,0.0,0.0,51.146780004072575,101.89683677422337,101.89683677422337,51.146780004072575,101.89683677422337,False,,2.8655856135896576,0.6,0.8,0.1023794269344924,0.5019466906259358,0.19051820788710294,0.48,valid,,,specialist_model_v1,,False,specialist,False,,VICI Properties Inc.,Real Estate,REIT - Diversified,reit,29024404165.000004,,,,,,,,,,,,,,,,,2026-08-14,True,1101077547.989378,0.683,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.0511897134672462,0.0,0.0,0.0914487397858094,,True
5,ARE,48.14,0.2514703423028074,0.2750990107020874,0.18058433710496735,0.2750990107020874,1.0,0.12,0.0,0.0,0.0,0.0,0.0,110.4056175956765,162.26528986410892,162.26528986410892,110.4056175956765,162.26528986410892,False,,2.3706956764459686,0.6,0.8,0.06525733679856002,0.6804019373960818,0.15509901070208743,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,reit,8389309660.0,,,,,,,,,,,,,,,,,2026-08-14,True,174269000.0,1.169,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03262866839928001,0.0,0.0,0.07444752513700197,,True
6,FOXA,69.04,0.21635754907038066,0.2358212038408965,0.06677662644069643,0.32701116215903314,0.75,0.12,0.0,0.0,0.053223373559303566,0.0,0.053223373559303566,67.88745346517848,126.92339467186099,174.92169832497106,67.88745346517848,174.92169832497106,False,,0.838403746695553,0.6922260000000001,1.0,0.13935048785916834,0.9092,0.1158212038408965,0.6922260000000001,valid,,,forward_roic_cap_hit;share_change_floor_hit,,False,ok,False,,Fox Corporation,Communication Services,Entertainment,general_dcf,30274374361.0,0.9092,0.17612598679161487,3.3111584495556783,0.06900407825402557,0.1071219085375893,0.19670761064330844,0.19531706177741445,0.060010212762140025,0.6394141145139813,0.007707579119467477,-0.06145161573051794,,8.0,2026.0,ttm,2026-08-06,2026-08-14,True,,,,0.0,0.06967524392958417,0.0,0.053223373559303566,0.02695107509066487,,True
7,CPT,110.36,0.1951894515054724,0.2291425919279575,0.09333003023801711,0.2291425919279575,0.75,0.12,0.0,0.0,0.02666996976198288,0.0,0.02666996976198288,172.41223292385106,309.6157406260732,309.6157406260732,172.41223292385106,309.6157406260732,False,,1.8055068922261075,0.6,0.8,0.08590628084497018,0.5568587455379909,0.1091425919279575,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Camden Property Trust,Real Estate,REIT - Residential,reit,11093387200.0,,,,,,,,,,,,,,,,,2026-08-14,True,100520000.0,0.789,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.04295314042248509,0.0,0.02666996976198288,0.025718474363436716,,True
8,BXP,68.45,0.18002122564172468,0.205136618004488,0.10467504855343468,0.205136618004488,0.75,0.12,0.0,0.0,0.015324951446565316,0.0,0.015324951446565316,112.6020184969739,174.00225066747024,174.00225066747024,112.6020184969739,174.00225066747024,False,,1.542034341380135,0.6,0.8,0.06823078472552666,0.6471296668004817,0.08513661800448802,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"BXP, Inc.",Real Estate,REIT - Office,reit,10916227414.0,,,,,,,,,,,,,,,,,2026-08-14,True,159477391.00073045,1.039,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03411539236276333,0.0,0.015324951446565316,0.02554062519558893,,True
9,CMCSA,26.18,0.1725435049971566,0.17507696917746218,0.12159566371701659,0.2184244179166854,1.0,0.12,0.0,0.0,0.0,0.0,0.0,30.9071346258869,40.87139741013696,52.7980132162901,30.9071346258869,52.7980132162901,False,,0.5611687322435812,0.54233226,0.85,0.06664440929983441,0.7585,0.05507696917746219,0.460982421,valid,,,forward_roic_floor_hit;share_change_floor_hit;wacc_floor_hit;reinvestment_cap_hit,,False,ok,False,,Comcast Corporation,Communication Services,Telecommunications Services,general_dcf,92903306528.0,0.7585,0.08089660726288868,-0.010702595763399403,0.065,0.015896607262888676,0.1873066409912772,0.14662343380969536,0.039212419385326935,2.427728700143809,0.010207942618366071,-0.06941760974801958,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-23,2026-08-14,True,,,,0.0,0.033322204649917204,0.0,0.0,0.025389514592768895,,True
